# t_sec   Poft_Rzmin  Poft_Rzmax
5.705615999999999843e+01 1.345207597101404751e-07 2.946913023351108626e-07
5.742535000000000167e+01 1.344058067908626227e-07 2.951173535315199952e-07
5.779693000000000325e+01 1.351949181344856785e-07 2.970659687486385141e-07
5.817090999999999923e+01 1.361693587681314658e-07 2.984759260039855034e-07
5.854731999999999914e+01 1.364019270167155394e-07 2.995696759601240358e-07
5.892616000000000298e+01 1.367454827036254247e-07 3.015140689656965368e-07
5.930745000000000289e+01 1.366519229122926867e-07 3.028283455576275155e-07
5.969120999999999810e+01 1.356041825690447275e-07 3.035002228333074624e-07
6.007744999999999891e+01 1.358902581493665219e-07 3.050873379343256902e-07
6.046618999999999744e+01 1.364325607855411414e-07 3.063670491137419652e-07
6.085745000000000005e+01 1.365124825421480435e-07 3.063425434307686528e-07
6.125122999999999962e+01 1.370434036030159878e-07 3.070786928971916319e-07
6.164757000000000176e+01 1.380014707786423990e-07 3.086365617714084248e-07
6.204646999999999935e+01 1.383423095132544973e-07 3.100708504178056545e-07
6.244794999999999874e+01 1.387001398206522575e-07 3.118252769614970853e-07
6.285202999999999918e+01 1.395032618459154153e-07 3.137139822153207649e-07
6.325872999999999990e+01 1.402034027379553305e-07 3.153201799219215733e-07
6.366805000000000092e+01 1.408306497328135946e-07 3.164570730316024679e-07
6.408002999999999361e+01 1.413607055386163725e-07 3.178211126370501777e-07
6.449466999999999928e+01 1.420901523334085720e-07 3.188898922405673600e-07
6.491199000000000296e+01 1.428457208864350381e-07 3.196714747824778695e-07
6.533200999999999681e+01 1.435005860674340823e-07 3.205518058633212102e-07
6.575476000000000454e+01 1.441766116786614317e-07 3.217279720398135248e-07
6.618022999999999456e+01 1.450034356441525235e-07 3.233449083587808144e-07
6.660845999999999378e+01 1.459222090109427575e-07 3.252556515320938574e-07
6.703946000000000538e+01 1.467194771390952391e-07 3.270425354816444600e-07
6.747324999999999307e+01 1.470252324215381777e-07 3.259115893139632224e-07
6.790985000000000582e+01 1.475992925522022693e-07 3.259843908753172314e-07
6.834927000000000419e+01 1.481354494859547763e-07 3.282227732925162745e-07
6.879153999999999769e+01 1.484570156503188017e-07 3.296055563782605861e-07
6.923666000000000054e+01 1.489127783283521302e-07 3.312108968572460804e-07
6.968466999999999700e+01 1.496523400681572322e-07 3.330751340856166537e-07
7.013558000000000447e+01 1.503693764701774561e-07 3.350953262115724871e-07
7.058939999999999770e+01 1.509077336225569621e-07 3.369947398719132569e-07
7.104616000000000042e+01 1.517759959151163740e-07 3.388408816586522391e-07
7.150588000000000477e+01 1.524847953940676025e-07 3.401568735808252975e-07
7.196856999999999971e+01 1.533005450633298423e-07 3.413033075953784504e-07
7.243425000000000580e+01 1.537798584003610866e-07 3.423964488422196046e-07
7.290295000000000414e+01 1.538219241150021147e-07 3.438027594416395351e-07
7.337467999999999790e+01 1.544583822858423342e-07 3.458386307718397532e-07
7.384945999999999344e+01 1.555138666793044780e-07 3.482309966462319306e-07
7.432732000000000028e+01 1.564417668561705174e-07 3.496231333076519612e-07
7.480826000000000420e+01 1.571921051804795395e-07 3.506643991094221123e-07
7.529232000000000369e+01 1.576244611808588857e-07 3.519572268597271973e-07
7.577951000000000192e+01 1.584405141213150693e-07 3.540717792575131978e-07
7.626985999999999422e+01 1.592777589567060330e-07 3.544968682416969593e-07
7.676337999999999795e+01 1.600463347808196901e-07 3.541509925089937216e-07
7.726009000000000526e+01 1.606967491352976999e-07 3.561085878751896857e-07
7.776000999999999408e+01 1.609152774839602229e-07 3.575194910929323731e-07
7.826317000000000235e+01 1.614872013560524798e-07 3.595287137801657120e-07
7.876958000000000482e+01 1.614374344874820238e-07 3.601834213227137909e-07
7.927926999999999680e+01 1.616839346776258078e-07 3.601797042844596816e-07
7.979225999999999885e+01 1.624456556970169439e-07 3.620816964633386507e-07
8.030857000000000312e+01 1.626442664180511218e-07 3.635795904909695442e-07
8.082822000000000173e+01 1.631132661855500563e-07 3.616166584090815813e-07
8.135123000000000104e+01 1.635931084436353549e-07 3.608226986897525517e-07
8.187762999999999636e+01 1.639204116485658850e-07 3.613437586317842516e-07
8.240743000000000507e+01 1.644847430339188001e-07 3.610039797132540966e-07
8.294065999999999406e+01 1.653907176036870859e-07 3.630488679704863363e-07
8.347733999999999810e+01 1.663386637364184513e-07 3.652438038041372250e-07
8.401749999999999829e+01 1.676197147708190233e-07 3.675306020514810970e-07
8.456114999999999782e+01 1.677323250242008931e-07 3.694559484028862381e-07
8.510831000000000301e+01 1.676070473894491377e-07 3.708190001824782203e-07
8.565901999999999816e+01 1.687602295912719516e-07 3.730816477742039909e-07
8.621329000000000065e+01 1.694817672840202689e-07 3.745547584650019539e-07
8.677115000000000578e+01 1.704642209854601149e-07 3.751919238420560472e-07
8.733262000000000569e+01 1.704987544369652703e-07 3.757561597743064479e-07
8.789772000000000673e+01 1.697392543947415769e-07 3.766475219654479763e-07
8.846647000000000105e+01 1.704894232779356617e-07 3.791638307422050349e-07
8.903891000000000133e+01 1.715217674925664083e-07 3.810180318868630413e-07
8.961504999999999654e+01 1.723906385244443755e-07 3.823256191362292613e-07
9.019491999999999621e+01 1.732399935620029551e-07 3.836561839417142966e-07
9.077854000000000667e+01 1.740450307167508864e-07 3.845900973811165579e-07
9.136593999999999482e+01 1.748870973253021869e-07 3.859881201234213166e-07
9.195713999999999544e+01 1.755084822465797750e-07 3.874848153928800554e-07
9.255216000000000065e+01 1.762140832645518967e-07 3.886313228922608913e-07
9.315103000000000577e+01 1.752949143397910931e-07 3.895898652739781237e-07
9.375378000000000611e+01 1.748890384091971210e-07 3.914061292876129712e-07
9.436042999999999381e+01 1.762857618417505596e-07 3.939774925541593871e-07
9.497101000000000681e+01 1.768823169067632127e-07 3.942150140199719891e-07
9.558553000000000566e+01 1.772746660178622145e-07 3.942085353987806900e-07
9.620403000000000304e+01 1.779965054397604546e-07 3.956727599365801039e-07
9.682653999999999428e+01 1.789850865467078390e-07 3.970874307143500127e-07
9.745306999999999675e+01 1.801124915747743228e-07 3.992776834857185219e-07
9.808365000000000578e+01 1.812170978338645315e-07 4.014576774804835556e-07
9.871832000000000562e+01 1.822821876848266216e-07 4.038021383178980058e-07
9.935708999999999946e+01 1.831511083667132180e-07 4.058564560043820368e-07
1.000000000000000000e+02 1.839349199808194815e-07 4.074314904217027061e-07
1.006470699999999994e+02 1.842972057808767640e-07 4.086494912348538636e-07
1.012983200000000039e+02 1.840597023182832172e-07 4.080262041681211400e-07
1.019537899999999979e+02 1.841825478729636699e-07 4.061574773654121692e-07
1.026135000000000019e+02 1.844229760931260336e-07 4.059002199381141903e-07
1.032774699999999939e+02 1.851402306573244233e-07 4.081111909812289545e-07
1.039457500000000039e+02 1.864459007640132979e-07 4.108331106277271031e-07
1.046183400000000034e+02 1.874815271957674350e-07 4.124665330237680723e-07
1.052952899999999943e+02 1.880362594777822915e-07 4.132566063831130610e-07
1.059766199999999969e+02 1.893446005690741463e-07 4.158877263494000950e-07
1.066623600000000067e+02 1.887459767742432839e-07 4.143054605131660214e-07
1.073525400000000047e+02 1.876921774108741273e-07 4.117978376219851972e-07
1.080471799999999973e+02 1.893052075404918261e-07 4.136774762153973934e-07
1.087463199999999972e+02 1.887775913512132880e-07 4.133999774490182057e-07
1.094499799999999965e+02 1.884295151803167061e-07 4.143136834359596804e-07
1.101581900000000047e+02 1.896730394317928223e-07 4.168996349013885636e-07
1.108709900000000061e+02 1.899823105799827287e-07 4.188012707045064910e-07
1.115883999999999929e+02 1.905065893821995741e-07 4.211175095620029376e-07
1.123104500000000030e+02 1.916318950795617200e-07 4.235536856022472854e-07
1.130371700000000033e+02 1.925826149293407541e-07 4.254901789405031827e-07
1.137686000000000064e+02 1.934232055291123390e-07 4.274340797216459022e-07
1.145047600000000045e+02 1.946168003908254131e-07 4.300125745598128533e-07
1.152456799999999930e+02 1.945348591743780170e-07 4.296499959593196260e-07
1.159913899999999956e+02 1.945871319874323833e-07 4.290931714578618079e-07
1.167419399999999996e+02 1.956843915376850363e-07 4.295408803689740464e-07
1.174973300000000052e+02 1.964745917882960723e-07 4.297555127873094783e-07
1.182576200000000028e+02 1.979140240281249504e-07 4.321450379279460455e-07
1.190228199999999958e+02 1.978478061057989119e-07 4.338451796530271104e-07
1.197929800000000000e+02 1.977412662816659661e-07 4.352508437768738142e-07
1.205681199999999933e+02 1.992127533334013556e-07 4.374583593148656292e-07
1.213482800000000026e+02 2.002903175140506247e-07 4.395971521062179161e-07
1.221334800000000058e+02 2.007466796353704428e-07 4.374912299485264401e-07
1.229237700000000046e+02 2.001424725317206293e-07 4.363470686351834606e-07
1.237191600000000022e+02 2.002452468595956864e-07 4.377915290227647970e-07
1.245197100000000034e+02 2.011854674465756862e-07 4.384056012163777397e-07
1.253254299999999972e+02 2.020863893570330780e-07 4.408707716904005087e-07
1.261363699999999994e+02 2.027081782884268962e-07 4.430841613812395511e-07
1.269525600000000054e+02 2.032016925320115108e-07 4.453097606864673020e-07
1.277740299999999962e+02 2.040709090170410478e-07 4.475330981866847375e-07
1.286008099999999956e+02 2.049405365757542805e-07 4.501025668107054820e-07
1.294329400000000021e+02 2.055886435728168609e-07 4.511640053036018017e-07
1.302704600000000141e+02 2.063946605122428841e-07 4.521190508084776978e-07
1.311133900000000096e+02 2.073615072896537814e-07 4.547950508282222644e-07
1.319617800000000045e+02 2.083947906273750564e-07 4.574002911230772254e-07
1.328156600000000083e+02 2.090885278922904522e-07 4.599821555391074623e-07
1.336750700000000052e+02 2.098881995628659008e-07 4.624462491271402944e-07
1.345400400000000047e+02 2.104760313167908167e-07 4.649253621575936351e-07
1.354105999999999881e+02 2.109239325692155983e-07 4.669024034361746534e-07
1.362867999999999995e+02 2.118696824158475318e-07 4.689479312358987148e-07
1.371686599999999885e+02 2.129374814382533322e-07 4.716483955974161156e-07
1.380562299999999993e+02 2.141805603922380046e-07 4.737566169565926175e-07
1.389495499999999879e+02 2.153870953990770010e-07 4.757450382241364139e-07
1.398486499999999921e+02 2.153949699249525114e-07 4.782991958800389422e-07
1.407535599999999931e+02 2.148364448076349581e-07 4.800978508481949711e-07
1.416643300000000067e+02 2.148514316329186860e-07 4.799987680872332112e-07
1.425809900000000141e+02 2.155817696099484652e-07 4.811421339100468921e-07
1.435035799999999995e+02 2.168703031062113900e-07 4.839610188202023191e-07
1.444321500000000071e+02 2.176479007089253625e-07 4.844258174665530769e-07
1.453667199999999866e+02 2.186846549404897895e-07 4.857058524194125072e-07
1.463073400000000106e+02 2.195110034654785623e-07 4.884557126413086860e-07
1.472540400000000034e+02 2.204658014074774578e-07 4.905165946697202124e-07
1.482068700000000092e+02 2.212124275822202952e-07 4.923829143135304117e-07
1.491658700000000124e+02 2.218563254895928646e-07 4.940053527244321165e-07
1.501310699999999940e+02 2.232518034905638625e-07 4.964344314318331579e-07
1.511025199999999984e+02 2.242544138942117098e-07 4.988360220571350271e-07
1.520802500000000066e+02 2.250278368242406496e-07 5.011741400905416446e-07
1.530643100000000061e+02 2.261926621128694272e-07 5.041647448514351756e-07
1.540547400000000096e+02 2.274614146982606568e-07 5.073730979631462694e-07
1.550515800000000013e+02 2.285536215169482026e-07 5.085741621973366179e-07
1.560548599999999908e+02 2.279899588980994770e-07 5.088572644751082907e-07
1.570646399999999971e+02 2.277335775882009011e-07 5.098173872808305371e-07
1.580809600000000046e+02 2.280519684475122545e-07 5.110844860614216563e-07
1.591038399999999911e+02 2.283915203430349008e-07 5.135439245479754962e-07
1.601333500000000072e+02 2.298082453942155964e-07 5.154484401797302590e-07
1.611695200000000057e+02 2.304307831586458970e-07 5.154525591557979911e-07
1.622123899999999992e+02 2.313204323311151464e-07 5.161331151436874667e-07
1.632620200000000068e+02 2.327869153208967260e-07 5.179735964887425569e-07
1.643184300000000064e+02 2.327137183819504870e-07 5.170634659365032592e-07
1.653816799999999887e+02 2.320096976955159421e-07 5.155257693535737496e-07
1.664518099999999947e+02 2.321459154789689437e-07 5.164785530512970252e-07
1.675288600000000088e+02 2.325783582193523717e-07 5.186428498991558631e-07
1.686128799999999899e+02 2.337939882611027947e-07 5.219521943341912938e-07
1.697039200000000108e+02 2.351988624845087648e-07 5.241040765751896378e-07
1.708020199999999988e+02 2.364393375483011246e-07 5.257700348604262785e-07
1.719072199999999953e+02 2.381857959862975884e-07 5.293847595170655960e-07
1.730195699999999874e+02 2.384286048216122344e-07 5.269655066650230534e-07
1.741391299999999944e+02 2.385262322539644020e-07 5.240347232345373298e-07
1.752659199999999942e+02 2.402006439030030812e-07 5.258752151539057820e-07
1.764000100000000089e+02 2.399394197433387238e-07 5.252737174939329975e-07
1.775414299999999912e+02 2.401025802541201821e-07 5.266076599220458742e-07
1.786902399999999886e+02 2.417277921255170137e-07 5.302271568539445878e-07
1.798464899999999886e+02 2.422772012553363158e-07 5.332730511455746953e-07
1.810102100000000007e+02 2.424939279171493824e-07 5.350480213112689226e-07
1.821814699999999903e+02 2.431525614394521570e-07 5.351436320077332579e-07
1.833602999999999952e+02 2.444587998361483531e-07 5.355416382957780314e-07
1.845467700000000093e+02 2.458634180303377194e-07 5.371156083611769507e-07
1.857409100000000137e+02 2.472723395610165805e-07 5.399262030163494121e-07
1.869427699999999959e+02 2.487529742980152968e-07 5.430055255605768429e-07
1.881524200000000064e+02 2.501267211739423391e-07 5.445572526595724706e-07
1.893698899999999981e+02 2.503856340387096161e-07 5.449030309508828348e-07
1.905952399999999898e+02 2.503301025603564379e-07 5.481845390251134980e-07
1.918285199999999975e+02 2.508757440661844021e-07 5.472385695761268952e-07
1.930697700000000054e+02 2.516556693024418793e-07 5.466017431397598612e-07
1.943190600000000074e+02 2.524945383533181983e-07 5.471708958118194710e-07
1.955764399999999910e+02 2.533969965798739791e-07 5.460402801434684763e-07
1.968419399999999939e+02 2.546942487925141651e-07 5.492893147742377349e-07
1.981156400000000133e+02 2.562306520339705159e-07 5.525069001042687434e-07
1.993975800000000049e+02 2.579067299036675330e-07 5.560227747219700970e-07
2.006878199999999879e+02 2.594969831056399660e-07 5.592467985782857118e-07
2.019864000000000033e+02 2.606436612732408402e-07 5.610970379364499408e-07
2.032933899999999880e+02 2.621323299271368630e-07 5.638726607153390641e-07
2.046088300000000118e+02 2.632917135851511029e-07 5.668895111045223724e-07
2.059327800000000082e+02 2.637269529787229075e-07 5.681909659742243287e-07
2.072653099999999995e+02 2.649891803690121625e-07 5.705631664434521271e-07
2.086064499999999953e+02 2.665330730984509789e-07 5.736943055163272466e-07
2.099562699999999893e+02 2.681509688958138856e-07 5.775288875096201750e-07
2.113148300000000006e+02 2.673167827425188894e-07 5.773778469646324283e-07
2.126821700000000135e+02 2.670682133060346430e-07 5.778491169590874377e-07
2.140583699999999965e+02 2.686379694027684478e-07 5.813614835655253510e-07
2.154434699999999907e+02 2.695958743536748951e-07 5.829346437952091955e-07
2.168375299999999868e+02 2.710977403256439274e-07 5.863811807427872585e-07
2.182406100000000038e+02 2.719598633939574465e-07 5.891363223826685667e-07
2.196527800000000070e+02 2.732196011037223501e-07 5.918547295575600706e-07
2.210740700000000061e+02 2.740063461493559264e-07 5.930376176744772547e-07
2.225045700000000011e+02 2.740265327772778706e-07 5.934816729823408703e-07
2.239443200000000047e+02 2.748737949671733715e-07 5.961061579403778753e-07
2.253933900000000108e+02 2.765720176801076932e-07 5.990792806873016153e-07
2.268518400000000099e+02 2.779998761553494438e-07 6.022925021415685858e-07
2.283197199999999896e+02 2.788473638177729372e-07 6.052252715276371766e-07
2.297971000000000004e+02 2.795673691222988982e-07 6.078277185194278054e-07
2.312840400000000045e+02 2.801664408512521277e-07 6.100230827030758486e-07
2.327805999999999926e+02 2.803606923303548926e-07 6.108582627544861808e-07
2.342868400000000122e+02 2.809041446022245749e-07 6.092111015316888914e-07
2.358028300000000002e+02 2.809086632851966413e-07 6.065094281256212717e-07
2.373286300000000040e+02 2.811672800023601537e-07 6.060583828695719868e-07
2.388643099999999890e+02 2.830138487073819107e-07 6.092104460097963764e-07
2.404099199999999996e+02 2.846677771371039856e-07 6.124613046890383121e-07
2.419655300000000011e+02 2.865098071172650716e-07 6.148027088420267732e-07
2.435312099999999873e+02 2.871540085851272440e-07 6.176756745895447650e-07
2.451070200000000057e+02 2.885407501772678848e-07 6.214160016609338937e-07
2.466930199999999900e+02 2.881678005040917325e-07 6.223211384921178594e-07
2.482892899999999941e+02 2.865674558929610693e-07 6.229722861854924399e-07
2.498958800000000053e+02 2.867033284047347837e-07 6.243516437446786836e-07
2.515128799999999956e+02 2.871110559735653198e-07 6.245525096106012891e-07
2.531403300000000058e+02 2.887206520225901999e-07 6.275779497250231287e-07
2.547783200000000079e+02 2.903580008145531629e-07 6.314922203275645334e-07
2.564268999999999892e+02 2.922111092877732964e-07 6.353109208974251521e-07
2.580861499999999751e+02 2.941484060713170093e-07 6.393958444402071851e-07
2.597561400000000162e+02 2.953707436677163097e-07 6.426543509038751092e-07
2.614369399999999928e+02 2.959403302659228912e-07 6.416604778487033223e-07
2.631286099999999806e+02 2.968206378665917469e-07 6.412122258568666626e-07
2.648312199999999734e+02 2.970255937227316116e-07 6.434129154427872160e-07
2.665448600000000283e+02 2.979357785822241011e-07 6.461651009447270621e-07
2.682695800000000190e+02 2.989752258296022113e-07 6.501684658520679178e-07
2.700054600000000278e+02 2.997998693633298320e-07 6.538766120113619623e-07
2.717525800000000231e+02 3.013441331679017107e-07 6.579595496644059754e-07
2.735110000000000241e+02 3.015105567830176479e-07 6.613165718620355921e-07
2.752807900000000245e+02 3.002755603162665121e-07 6.647091668641590732e-07
2.770620400000000245e+02 3.000146326930791689e-07 6.674277988863777280e-07
2.788548200000000179e+02 3.017073216401461982e-07 6.704845058678882641e-07
2.806591900000000237e+02 3.035456631701615925e-07 6.744684640476785487e-07
2.824752399999999852e+02 3.050975733601267873e-07 6.772599847312222211e-07
2.843030499999999847e+02 3.067802278327122417e-07 6.793353941422203932e-07
2.861426799999999844e+02 3.084283831277846879e-07 6.825556638121168026e-07
2.879942100000000096e+02 3.092739190795596784e-07 6.864601288212042740e-07
2.898577199999999721e+02 3.102779761288806816e-07 6.882728357954758206e-07
2.917332900000000109e+02 3.116927880130856093e-07 6.901165908832434005e-07
2.936209999999999809e+02 3.134682151329866582e-07 6.946067471791554120e-07
2.955209199999999896e+02 3.147155958123739576e-07 6.968726585946867704e-07
2.974331399999999803e+02 3.157137695903538796e-07 6.962376218747277405e-07
2.993577300000000037e+02 3.170006651451689236e-07 6.993566193751289766e-07
3.012947700000000282e+02 3.159777233128647480e-07 6.999367836626581042e-07
3.032443499999999972e+02 3.158288404245064605e-07 7.003771530771369855e-07
3.052065400000000182e+02 3.164669576548826235e-07 7.030962324592548907e-07
3.071814299999999776e+02 3.165631684759276706e-07 7.012364381342410578e-07
3.091691000000000145e+02 3.179235195586397593e-07 7.019657401487542690e-07
3.111696299999999837e+02 3.194176928001781316e-07 7.052997266640416512e-07
3.131831000000000245e+02 3.205329853586738259e-07 7.022212548876481177e-07
3.152096000000000231e+02 3.216528740894702584e-07 7.008777117785415140e-07
3.172492199999999798e+02 3.226377061221819872e-07 7.015448012003755623e-07
3.193020300000000020e+02 3.234821725013126114e-07 7.002146070112380402e-07
3.213681300000000078e+02 3.252085513214453206e-07 7.035025334300963279e-07
3.234475899999999911e+02 3.272947096007176688e-07 7.070835342130719428e-07
3.255405099999999834e+02 3.293261215303504191e-07 7.111225076609467632e-07
3.276469700000000103e+02 3.308544296546823531e-07 7.131206004754219927e-07
3.297670699999999897e+02 3.320399845471445807e-07 7.130061841102552923e-07
3.319008799999999724e+02 3.333228246441691882e-07 7.156781693461862720e-07
3.340484999999999900e+02 3.348032677720912832e-07 7.186002221342703398e-07
3.362100100000000111e+02 3.352220562232285985e-07 7.204114391068051461e-07
3.383855199999999854e+02 3.348461468729710612e-07 7.210014999373393605e-07
3.405750899999999888e+02 3.347776773446230057e-07 7.220217028731785078e-07
3.427788400000000024e+02 3.358294153580634376e-07 7.255597960556900285e-07
3.449968499999999949e+02 3.383542911165430087e-07 7.302324144475067397e-07
3.472292100000000232e+02 3.383604852907213277e-07 7.281978682537456247e-07
3.494760099999999738e+02 3.387624018924114388e-07 7.268604309555101372e-07
3.517373499999999922e+02 3.398143638521729760e-07 7.274125567729288215e-07
3.540133200000000215e+02 3.403032340291129742e-07 7.268024133324146273e-07
3.563040199999999800e+02 3.422610874422244880e-07 7.300440125750639949e-07
3.586095500000000129e+02 3.442310627181791656e-07 7.322236093319793605e-07
3.609299899999999752e+02 3.461273984979757263e-07 7.354949121969450676e-07
3.632654499999999871e+02 3.482542173453057485e-07 7.405907491263563055e-07
3.656160100000000170e+02 3.494127335351529985e-07 7.430763217136357426e-07
3.679817899999999895e+02 3.506742731062512752e-07 7.455849614010629866e-07
3.703628800000000183e+02 3.507365185373926397e-07 7.475615826146487433e-07
3.727593699999999899e+02 3.503295749423193670e-07 7.471617950268618777e-07
3.751713700000000244e+02 3.517145652059340450e-07 7.492096206637552615e-07
3.775989799999999832e+02 3.525257738136436629e-07 7.515162812079929681e-07
3.800423000000000116e+02 3.542182717558039316e-07 7.542820126064376801e-07
3.825014199999999960e+02 3.564501445736312377e-07 7.587516444356306026e-07
3.849764599999999746e+02 3.584740461521442358e-07 7.635464177711626220e-07
3.874675100000000043e+02 3.609661462734260781e-07 7.681509502461769554e-07
3.899746799999999780e+02 3.622273091414571632e-07 7.715288718366368435e-07
3.924980800000000158e+02 3.599764153597730523e-07 7.708294883569459540e-07
3.950378000000000043e+02 3.596394688666426456e-07 7.695408174973102419e-07
3.975939599999999814e+02 3.598450534803770385e-07 7.697469048433178737e-07
4.001666500000000042e+02 3.600569012979895700e-07 7.724987768421987407e-07
4.027559999999999718e+02 3.627219205439923368e-07 7.779550221568731561e-07
4.053620999999999981e+02 3.634359983499968911e-07 7.823523407816333538e-07
4.079850599999999758e+02 3.640475127728341400e-07 7.868019269703613973e-07
4.106249900000000252e+02 3.663685430299150065e-07 7.923867761906011751e-07
4.132820100000000139e+02 3.678774562583401444e-07 7.950959623978404525e-07
4.159562199999999734e+02 3.685418396997266556e-07 7.962585677128473122e-07
4.186477300000000241e+02 3.704435848734713913e-07 7.998894003212652422e-07
4.213566599999999767e+02 3.714138266622120230e-07 8.001834245124066410e-07
4.240831099999999765e+02 3.710506219077948094e-07 8.007778357868461569e-07
4.268272099999999796e+02 3.726638530033467368e-07 8.052585899633570035e-07
4.295890699999999924e+02 3.720576268912947882e-07 8.082797329710555274e-07
4.323687899999999900e+02 3.696607446971650140e-07 8.110127420518585348e-07
4.351665100000000166e+02 3.712657291207891551e-07 8.162120297587257682e-07
4.379823200000000156e+02 3.736756918441409993e-07 8.203677920100250229e-07
4.408163599999999747e+02 3.755729896684705245e-07 8.234480543835966183e-07
4.436687299999999823e+02 3.777716551790119914e-07 8.288146505988638359e-07
4.465395599999999945e+02 3.794775372616084746e-07 8.304275434587528189e-07
4.494289699999999925e+02 3.810640811267102852e-07 8.293431501541643161e-07
4.523370699999999829e+02 3.829445757134590666e-07 8.292915561613724979e-07
4.552640000000000100e+02 3.845257529975725250e-07 8.298731804449563600e-07
4.582098599999999919e+02 3.867805085153586312e-07 8.319357111462850017e-07
4.611747799999999984e+02 3.869428727786063815e-07 8.333616308730261411e-07
4.641588800000000106e+02 3.858948874698681969e-07 8.340258314100244852e-07
4.671623000000000161e+02 3.874547114927106296e-07 8.350887965177439876e-07
4.701851500000000215e+02 3.901369951308640788e-07 8.408249297179061302e-07
4.732275599999999827e+02 3.918094189173155778e-07 8.393478103730525322e-07
4.762896499999999946e+02 3.934528694724858809e-07 8.362848644928656916e-07
4.793715599999999881e+02 3.948108540040477063e-07 8.350359788492993030e-07
4.824734199999999760e+02 3.956174270190072360e-07 8.325435744597751584e-07
4.855953400000000215e+02 3.973613428142142358e-07 8.356139331133776124e-07
4.887374599999999987e+02 3.996859803635932634e-07 8.392206192021583778e-07
4.918999200000000087e+02 4.007200023841364411e-07 8.431467340762854157e-07
4.950828399999999760e+02 4.005362704153325281e-07 8.464670602984304708e-07
4.982863500000000272e+02 4.024254121009867265e-07 8.513133394563032198e-07
5.015105899999999792e+02 4.045882171021706387e-07 8.552397800266852137e-07
5.047556999999999903e+02 4.061342149176971318e-07 8.578748824098076881e-07
5.080217999999999847e+02 4.076609299435745537e-07 8.598723735377694276e-07
5.113090399999999818e+02 4.093717343382151298e-07 8.632128074465164124e-07
5.146175500000000511e+02 4.116634535795514839e-07 8.686333539444315752e-07
5.179474699999999530e+02 4.140796275140824371e-07 8.735493716201089346e-07
5.212989300000000412e+02 4.160018728641534226e-07 8.733626135460702652e-07
5.246720800000000509e+02 4.181847565094946030e-07 8.747386714369487813e-07
5.280670599999999695e+02 4.201893295747365316e-07 8.794923314342939434e-07
5.314840000000000373e+02 4.213906387127749180e-07 8.834651019247302464e-07
5.349230599999999640e+02 4.231253952998141696e-07 8.873465065052202058e-07
5.383843600000000151e+02 4.248747308720822239e-07 8.889402756319706032e-07
5.418680699999999888e+02 4.252653046860336968e-07 8.921008576437638198e-07
5.453743100000000368e+02 4.247079965643469565e-07 8.969777924068442844e-07
5.489032499999999573e+02 4.241897803021941824e-07 9.008754437120725317e-07
5.524550100000000157e+02 4.251002959772445425e-07 9.041723519266656191e-07
5.560297600000000102e+02 4.277890439919397610e-07 9.099435425949754684e-07
5.596276400000000422e+02 4.302483580201934283e-07 9.142578825617022513e-07
5.632488100000000486e+02 4.322767527477032205e-07 9.165202911927454714e-07
5.668934000000000424e+02 4.337850162037772224e-07 9.211322162706860363e-07
5.705615800000000490e+02 4.333992783800680025e-07 9.236656889001124658e-07
5.742534900000000562e+02 4.344538229763795601e-07 9.267751558480540904e-07
5.779692900000000009e+02 4.375256381924396720e-07 9.327904017359223438e-07
5.817091299999999592e+02 4.390996949084396690e-07 9.372612927898246510e-07
5.854731799999999566e+02 4.405528464188927440e-07 9.425285270427062500e-07
5.892615799999999808e+02 4.416247353044979457e-07 9.423435732688190848e-07
5.930744899999999689e+02 4.429821419753072439e-07 9.416806526514314752e-07
5.969120699999999715e+02 4.451653973957615204e-07 9.464759184593558717e-07
6.007744900000000143e+02 4.470938146399434833e-07 9.489997238015651604e-07
6.046618999999999460e+02 4.467474554985340851e-07 9.525408781362690064e-07
6.085744600000000446e+02 4.459817610349032196e-07 9.537680511860583249e-07
6.125123399999999947e+02 4.457650978824125104e-07 9.546527850684145133e-07
6.164757100000000491e+02 4.439929529942038187e-07 9.584608861367644863e-07
6.204647099999999682e+02 4.437501322996265120e-07 9.578742325369817112e-07
6.244795299999999543e+02 4.427856650604201382e-07 9.552239327729232512e-07
6.285203299999999444e+02 4.427686301382757400e-07 9.547214326046855666e-07
6.325872699999999895e+02 4.456400785422589294e-07 9.572779551589269916e-07
6.366805299999999761e+02 4.460978971507569346e-07 9.551857971431384226e-07
6.408002699999999550e+02 4.459210642587912834e-07 9.543671072403014767e-07
6.449466800000000148e+02 4.465640662637670414e-07 9.571305068569011235e-07
6.491199100000000044e+02 4.478942829163819608e-07 9.585345988450726459e-07
6.533201500000000124e+02 4.503889890291404583e-07 9.628689159726484895e-07
6.575475599999999758e+02 4.529734655848755437e-07 9.671277200339408150e-07
6.618023299999999836e+02 4.555355719813877144e-07 9.712836246548651166e-07
6.660846299999999474e+02 4.574231323610012151e-07 9.731354634212117470e-07
6.703946399999999812e+02 4.580529852580571411e-07 9.717252851007169580e-07
6.747325399999999718e+02 4.576993817488932286e-07 9.682156274507222614e-07
6.790984999999999445e+02 4.594455638103617674e-07 9.701422466896410685e-07
6.834927199999999630e+02 4.604103141192207928e-07 9.698615204520085298e-07
6.879153700000000526e+02 4.603272532550147084e-07 9.668330914646393659e-07
6.923666399999999612e+02 4.630310092376287324e-07 9.719308307334142655e-07
